Sec,Ah,V,A,S,D
101.79,0.0,48.31,0.0,0.0,0.0
101.99,0.0,48.31,0.0,0.0,0.0
102.19,0.0,48.31,0.0,0.0,0.0
102.39,0.0,48.31,0.0,0.0,0.0
102.59,0.0,48.31,0.0,0.0,0.0
102.79,0.0,48.32,0.0,0.0,0.0
102.99,0.0,48.32,0.0,0.0,0.0
103.19,0.0,48.32,0.0,0.0,0.0
103.39,0.0,48.32,0.0,0.0,0.0
103.59,0.0,48.32,0.0,0.0,0.0
103.79,0.0,48.31,0.0,0.0,0.0
103.99,0.0,48.31,0.0,0.0,0.0
104.19,0.0,48.31,0.0,0.0,0.0
104.39,0.0,47.84,0.0,0.0,0.0
104.59,0.0,47.84,0.0,0.0,0.0
104.79,0.0,47.84,0.0,0.0,0.0
104.99,0.0,46.34,0.0,0.0,0.0
105.19,0.0,46.34,0.0,0.0,0.0
105.39,0.0,46.34,0.0,0.0,0.0
105.59,0.0,47.11,0.0,0.0,0.0
105.79,0.0,47.11,0.0,0.0,0.0
105.99,0.0,47.11,0.0,0.0,0.0
106.19,0.0,47.56,0.0,0.0,0.0
106.39,0.0,47.56,0.0,0.0,0.0
106.59,0.0,47.56,0.0,0.0,0.0
106.79,0.0,50.1,0.0,0.0,0.0
106.99,0.0,50.1,0.0,0.0,0.0
107.19,0.0,50.1,0.0,0.0,0.0
107.39,0.0,48.21,0.0,0.0,0.0
107.59,0.0,48.21,0.0,0.0,0.0
107.79,0.0,48.21,0.0,0.0,0.0
107.99,0.0,45.83,0.0,0.0,0.0
108.19,0.0,45.83,0.0,0.0,0.0
108.39,0.0,45.83,0.0,0.0,0.0
108.59,0.0,47.57,0.0,0.0,0.0
108.79,0.0,47.57,0.0,0.0,0.0
108.99,0.0,47.57,0.0,0.0,0.0
109.19,0.0,49.97,0.0,0.0,0.0
109.39,0.0,49.97,0.0,0.0,0.0
109.59,0.0,46.99,0.0,0.0,0.0
109.79,0.0,46.99,0.0,0.0,0.0
109.99,0.0,46.99,0.0,0.0,0.0
110.19,0.0,47.42,0.0,0.0,0.0
110.39,0.0,47.42,0.0,0.0,0.0
110.59,0.0,47.42,0.0,0.0,0.0
110.79,0.0,49.58,0.0,0.0,0.0
110.99,0.0,49.58,0.0,0.0,0.0
111.19,0.0,49.58,0.0,0.0,0.0
111.39,0.0,48.28,0.0,0.0,0.0
111.59,0.0,48.28,0.0,0.0,0.0
111.79,0.0,48.28,0.0,0.0,0.0
111.99,0.0,48.17,0.0,0.0,0.0
112.19,0.0,48.17,0.0,0.0,0.0
112.39,0.0,48.17,0.0,0.0,0.0
112.59,0.0,48.17,0.0,0.0,0.0
112.79,0.0,48.17,0.0,0.0,0.0
112.99,0.0,48.17,0.0,0.0,0.0
113.19,0.0,48.17,0.0,0.0,0.0
113.39,0.0,48.17,0.0,0.0,0.0
113.59,0.0,48.17,0.0,0.0,0.0
113.79,0.0,48.17,0.0,0.0,0.0
113.99,0.0,48.17,0.0,0.0,0.0
114.19,0.0,48.17,0.0,0.0,0.0
114.39,0.0,48.17,0.0,0.0,0.0
114.59,0.0,48.17,0.0,0.0,0.0
114.79,0.0,48.17,0.0,0.0,0.0
114.99,0.0,48.17,0.0,0.0,0.0
115.19,0.0,48.17,0.0,0.0,0.0
115.39,0.0,48.17,0.0,0.0,0.0
115.59,0.0,48.17,0.0,0.0,0.0
115.79,0.0,48.17,0.0,0.0,0.0
115.99,0.0,48.18,0.0,0.0,0.0
116.19,0.0,48.18,0.0,0.0,0.0
116.39,0.0,48.18,0.0,0.0,0.0
116.59,0.0,48.19,0.0,0.0,0.0
116.79,0.0,48.19,0.0,0.0,0.0
116.99,0.0,48.19,0.0,0.0,0.0
117.19,0.0,48.21,0.0,0.0,0.0
117.39,0.0,48.21,0.0,0.0,0.0
117.59,0.0,48.21,0.0,0.0,0.0
117.79,0.0,48.23,0.0,0.0,0.0
117.99,0.0,48.23,0.0,0.0,0.0
118.19,0.0,48.23,0.0,0.0,0.0
118.39,0.0,48.26,0.0,0.0,0.0
118.59,0.0,48.26,0.0,0.0,0.0
118.79,0.0,48.26,0.0,0.0,0.0
118.99,0.0,48.28,0.0,0.0,0.0
119.19,0.0,48.28,0.0,0.0,0.0
119.39,0.0,48.28,0.0,0.0,0.0
119.59,0.0,48.29,0.0,0.0,0.0
119.79,0.0,48.29,0.0,0.0,0.0
119.99,0.0,48.29,0.0,0.0,0.0
120.19,0.0,48.3,0.0,0.0,0.0
120.39,0.0,48.3,0.0,0.0,0.0
120.59,0.0,48.3,0.0,0.0,0.0
120.79,0.0,48.31,0.0,0.0,0.0
120.99,0.0,48.31,0.0,0.0,0.0
121.19,0.0,48.31,0.0,0.0,0.0
121.39,0.0,48.31,0.0,0.0,0.0
121.59,0.0,48.31,0.0,0.0,0.0
121.79,0.0,48.31,0.0,0.0,0.0
121.99,0.0,48.31,0.0,0.0,0.0
122.18,0.0,48.31,0.0,0.0,0.0
122.39,0.0,48.31,0.0,0.0,0.0
122.59,0.0,48.31,0.0,0.0,0.0
122.79,0.0,48.31,0.0,0.0,0.0
122.99,0.0,48.31,0.0,0.0,0.0
123.18,0.0,48.31,0.0,0.0,0.0
123.38,0.0,48.31,0.0,0.0,0.0
123.58,0.0,48.32,0.0,0.0,0.0
123.78,0.0,48.32,0.0,0.0,0.0
123.99,0.0,48.32,0.0,0.0,0.0
124.18,0.0,48.31,0.0,0.0,0.0
124.38,0.0,48.31,0.0,0.0,0.0
124.58,0.0,48.31,0.0,0.0,0.0
124.79,0.0,48.31,0.0,0.0,0.0
124.99,0.0,48.31,0.0,0.0,0.0
125.18,0.0,48.31,0.0,0.0,0.0
125.38,0.0,48.31,0.0,0.0,0.0
125.59,0.0,48.31,0.0,0.0,0.0
125.78,0.0,48.31,0.0,0.0,0.0
125.98,0.0,48.31,0.0,0.0,0.0
126.18,0.0,48.31,0.0,0.0,0.0
126.38,0.0,48.31,0.0,0.0,0.0
126.58,0.0,48.31,0.0,0.0,0.0
126.78,0.0,48.31,0.0,0.0,0.0
126.98,0.0,48.31,0.0,0.0,0.0
127.19,0.0,48.31,0.0,0.0,0.0
127.38,0.0,48.31,0.0,0.0,0.0
127.58,0.0,48.31,0.0,0.0,0.0
127.78,0.0,48.32,0.0,0.0,0.0
127.98,0.0,48.32,0.0,0.0,0.0
128.18,0.0,48.32,0.0,0.0,0.0
128.38,0.0,48.31,0.0,0.0,0.0
128.58,0.0,48.31,0.0,0.0,0.0
128.79,0.0,48.31,0.0,0.0,0.0
128.98,0.0,48.31,0.0,0.0,0.0
129.18,0.0,48.31,0.0,0.0,0.0
129.38,0.0,48.31,0.0,0.0,0.0
129.58,0.0,48.31,0.0,0.0,0.0
129.78,0.0,48.31,0.0,0.0,0.0
129.98,0.0,48.32,0.0,0.0,0.0
130.18,0.0,48.32,0.0,0.0,0.0
130.38,0.0,48.32,0.0,0.0,0.0
130.58,0.0,48.32,0.0,0.0,0.0
130.78,0.0,48.32,0.0,0.0,0.0
130.98,0.0,48.32,0.0,0.0,0.0
131.18,0.0,48.31,0.0,0.0,0.0
131.38,0.0,48.31,0.0,0.0,0.0
131.58,0.0,48.31,0.0,0.0,0.0
131.78,0.0,48.31,0.0,0.0,0.0
131.98,0.0,48.31,0.0,0.0,0.0
132.18,0.0,48.31,0.0,0.0,0.0
132.38,0.0,48.31,0.0,0.0,0.0
132.58,0.0,48.31,0.0,0.0,0.0
132.78,0.0,48.31,0.0,0.0,0.0
132.98,0.0,48.32,0.0,0.0,0.0
133.18,0.0,48.32,0.0,0.0,0.0
133.38,0.0,48.32,0.0,0.0,0.0
133.58,0.0,48.31,0.0,0.0,0.0
133.78,0.0,48.31,0.0,0.0,0.0
133.98,0.0,48.31,0.0,0.0,0.0
134.18,0.0,48.32,0.0,0.0,0.0
134.38,0.0,48.32,0.0,0.0,0.0
134.58,0.0,48.32,0.0,0.0,0.0
134.78,0.0,48.17,0.0,0.0,0.0
134.98,0.0,48.17,0.0,0.0,0.0
135.18,0.0,47.49,0.0,0.0,0.0
135.38,0.0,47.49,0.0,0.0,0.0
135.58,0.0,47.49,0.0,0.0,0.0
135.78,0.0,48.68,0.0,0.0,0.0
135.98,0.0,48.68,0.0,0.0,0.0
136.18,0.0,48.68,0.0,0.0,0.0
136.38,0.0,48.31,0.0,0.0,0.0
136.58,0.0,48.31,0.0,0.0,0.0
136.78,0.0,48.31,0.0,0.0,0.0
136.98,0.0,47.65,0.0,0.0,0.0
137.18,0.0,47.65,0.0,0.0,0.0
137.38,0.0,47.65,0.0,0.0,0.0
137.58,0.0,45.99,0.0,0.0,0.0
137.78,0.0,45.99,0.0,0.0,0.0
137.98,0.0,45.99,0.0,0.0,0.0
138.18,0.0,47.49,0.0,0.0,0.0
138.38,0.0,47.49,0.0,0.0,0.0
138.58,0.0,47.49,0.0,0.0,0.0
138.78,0.0,47.57,0.0,0.0,0.0
138.98,0.0,47.57,0.0,0.0,0.0
139.18,0.0,47.57,0.0,0.0,0.0
139.38,0.0,47.58,0.0,0.0,0.0
139.58,0.0,47.58,0.0,0.0,0.0
139.78,0.0,47.58,0.0,0.0,0.0
139.98,0.0,47.58,0.0,0.0,0.0
140.18,0.0,47.58,0.0,0.0,0.0
140.38,0.0,47.58,0.0,0.0,0.0
140.58,0.0,47.66,0.0,0.0,0.0
140.78,0.0,47.66,0.0,0.0,0.0
140.98,0.0,47.66,0.0,0.0,0.0
141.18,0.0,50.06,0.0,0.0,0.0
141.38,0.0,50.06,0.0,0.0,0.0
141.58,0.0,48.6,0.0,0.0,0.0
141.78,0.0,48.6,0.0,0.0,0.0
141.98,0.0,48.6,0.0,0.0,0.0
142.18,0.0,48.24,0.0,0.0,0.0
142.38,0.0,48.24,0.0,0.0,0.0
142.58,0.0,48.24,0.0,0.0,0.0
142.78,0.0,48.04,0.0,0.0,0.0
142.98,0.0,48.04,0.0,0.0,0.0
143.18,0.0,48.04,0.0,0.0,0.0
143.38,0.0,47.04,0.0,0.0,0.0
143.58,0.0,47.04,0.0,0.0,0.0
143.78,0.0,47.04,0.0,0.0,0.0
143.98,0.0,47.53,0.0,0.0,0.0
144.18,0.0,47.53,0.0,0.0,0.0
144.38,0.0,47.53,0.0,0.0,0.0
144.58,0.0,47.75,0.0,0.0,0.0
144.78,0.0,47.75,0.0,0.0,0.0
144.98,0.0,47.75,0.0,0.0,0.0
145.18,0.0,47.62,0.0,0.0,0.0
145.38,0.0,47.62,0.0,0.0,0.0
145.58,0.0,47.62,0.0,0.0,0.0
145.78,0.0,46.85,0.0,0.0,0.0
145.98,0.0,46.85,0.0,0.0,0.0
146.18,0.0,46.85,0.0,0.0,0.0
146.38,0.0,47.34,0.0,0.0,0.0
146.58,0.0,47.34,0.0,0.0,0.0
146.78,0.0,47.34,0.0,0.0,0.0
146.98,0.0,47.54,0.0,0.0,0.0
147.18,0.0,47.54,0.0,0.0,0.0
147.38,0.0,47.54,0.0,0.0,0.0
147.58,0.0,47.55,0.0,0.0,0.0
147.78,0.0,47.55,0.0,0.0,0.0
147.98,0.0,47.55,0.0,0.0,0.0
148.18,0.0,47.55,0.0,0.0,0.0
148.38,0.0,47.55,0.0,0.0,0.0
148.58,0.0,47.55,0.0,0.0,0.0
148.78,0.0,47.55,0.0,0.0,0.0
148.98,0.0,47.55,0.0,0.0,0.0
149.18,0.0,47.55,0.0,0.0,0.0
149.38,0.0,47.55,0.0,0.0,0.0
149.58,0.0,47.55,0.0,0.0,0.0
149.78,0.0,47.57,0.0,0.0,0.0
149.98,0.0,47.57,0.0,0.0,0.0
150.18,0.0,47.57,0.0,0.0,0.0
150.38,0.0,47.65,0.0,0.0,0.0
150.58,0.0,47.65,0.0,0.0,0.0
150.78,0.0,47.65,0.0,0.0,0.0
150.98,0.0,49.78,0.0,0.0,0.0
151.18,0.0,49.78,0.0,0.0,0.0
151.38,0.0,49.78,0.0,0.0,0.0
151.58,0.0,48.81,0.0,0.0,0.0
151.78,0.0,48.81,0.0,0.0,0.0
151.98,0.0,48.81,0.0,0.0,0.0
152.18,0.0,48.17,0.0,0.0,0.0
152.38,0.0,48.17,0.0,0.0,0.0
152.58,0.0,48.17,0.0,0.0,0.0
152.78,0.0,48.17,0.0,0.0,0.0
152.98,0.0,48.17,0.0,0.0,0.0
153.18,0.0,48.17,0.0,0.0,0.0
153.38,0.0,48.17,0.0,0.0,0.0
153.58,0.0,48.17,0.0,0.0,0.0
153.78,0.0,48.17,0.0,0.0,0.0
153.98,0.0,47.95,0.0,0.0,0.0
154.18,0.0,47.95,0.0,0.0,0.0
154.38,0.0,47.28,0.0,0.0,0.0
154.58,0.0,47.28,0.0,0.0,0.0
154.78,0.0,47.28,0.0,0.0,0.0
154.98,0.0,47.82,0.0,0.0,0.0
155.18,0.0,47.82,0.0,0.0,0.0
155.38,0.0,47.82,0.0,0.0,0.0
155.58,0.0,47.83,0.0,0.0,0.0
155.78,0.0,47.83,0.0,0.0,0.0
155.98,0.0,47.83,0.0,0.0,0.0
156.18,0.0,47.83,0.0,0.0,0.0
156.38,0.0,47.83,0.0,0.0,0.0
156.58,0.0,47.83,0.0,0.0,0.0
156.78,0.0,47.39,0.0,0.0,0.0
156.98,0.0,47.39,0.0,0.0,0.0
157.18,0.0,47.39,0.0,0.0,0.0
157.38,0.0,46.85,0.0,0.0,0.0
157.58,0.0,46.85,0.0,0.0,0.0
157.78,0.0,46.85,0.0,0.0,0.0
157.98,0.0,47.16,0.0,0.0,0.0
158.18,0.0,47.16,0.0,0.0,0.0
158.38,0.0,47.16,0.0,0.0,0.0
158.58,0.0,47.5,0.0,0.0,0.0
158.78,0.0,47.5,0.0,0.0,0.0
158.98,0.0,47.5,0.0,0.0,0.0
159.18,0.0,47.53,0.0,0.0,0.0
159.38,0.0,47.53,0.0,0.0,0.0
159.58,0.0,47.53,0.0,0.0,0.0
159.78,0.0,47.54,0.0,0.0,0.0
159.98,0.0,47.54,0.0,0.0,0.0
160.18,0.0,47.54,0.0,0.0,0.0
160.38,0.0,47.54,0.0,0.0,0.0
160.58,0.0,47.54,0.0,0.0,0.0
160.78,0.0,47.54,0.0,0.0,0.0
160.98,0.0,47.54,0.0,0.0,0.0
161.18,0.0,47.54,0.0,0.0,0.0
161.38,0.0,47.62,0.0,0.0,0.0
161.58,0.0,47.62,0.0,0.0,0.0
161.78,0.0,47.62,0.0,0.0,0.0
161.98,0.0,47.59,0.0,0.0,0.0
162.18,0.0,47.59,0.0,0.0,0.0
162.38,0.0,47.59,0.0,0.0,0.0
162.58,0.0,47.58,0.0,0.0,0.0
162.78,0.0,47.58,0.0,0.0,0.0
162.98,0.0,47.58,0.0,0.0,0.0
163.18,0.0,49.85,0.0,0.0,0.0
163.38,0.0,49.85,0.0,0.0,0.0
163.58,0.0,49.85,0.0,0.0,0.0
163.78,0.0,48.62,0.0,0.0,0.0
163.98,0.0,48.62,0.0,0.0,0.0
164.18,0.0,48.62,0.0,0.0,0.0
164.38,0.0,48.05,0.0,0.0,0.0
164.58,0.0,48.05,0.0,0.0,0.0
164.78,0.0,48.05,0.0,0.0,0.0
164.98,0.0,48.15,0.0,0.0,0.0
165.18,0.0,48.15,0.0,0.0,0.0
165.38,0.0,48.15,0.0,0.0,0.0
165.58,0.0,48.08,0.0,0.0,0.0
165.78,0.0,48.08,0.0,0.0,0.0
165.98,0.0,48.08,0.0,0.0,0.0
166.18,0.0,48.11,0.0,0.0,0.0
166.38,0.0,48.11,0.0,0.0,0.0
166.58,0.0,48.11,0.0,0.0,0.0
166.78,0.0,48.14,0.0,0.0,0.0
166.98,0.0,48.14,0.0,0.0,0.0
167.18,0.0,48.12,0.0,0.0,0.0
167.38,0.0,48.12,0.0,0.0,0.0
167.58,0.0,48.12,0.0,0.0,0.0
167.78,0.0,48.15,0.0,0.0,0.0
167.98,0.0,48.15,0.0,0.0,0.0
168.18,0.0,48.15,0.0,0.0,0.0
168.38,0.0,48.17,0.0,0.0,0.0
168.58,0.0,48.17,0.0,0.0,0.0
168.78,0.0,48.17,0.0,0.0,0.0
168.98,0.0,47.76,0.0,0.0,0.0
169.18,0.0,47.76,0.0,0.0,0.0
169.38,0.0,47.76,0.0,0.0,0.0
169.58,0.0,46.33,0.0,0.0,0.0
169.78,0.0,46.33,0.0,0.0,0.0
169.98,0.0,46.33,0.0,0.0,0.0
170.18,0.0,47.24,0.0,0.0,0.0
170.38,0.0,47.24,0.0,0.0,0.0
170.58,0.0,47.24,0.0,0.0,0.0
170.78,0.0,48.51,0.0,0.0,0.0
170.98,0.0,48.51,0.0,0.0,0.0
171.18,0.0,48.51,0.0,0.0,0.0
171.38,0.0,49.34,0.0,0.0,0.0
171.58,0.0,49.34,0.0,0.0,0.0
171.78,0.0,49.34,0.0,0.0,0.0
171.98,0.0,48.19,0.0,0.0,0.0
172.18,0.0,48.19,0.0,0.0,0.0
172.38,0.0,48.19,0.0,0.0,0.0
172.58,0.0,48.17,0.0,0.0,0.0
172.78,0.0,48.17,0.0,0.0,0.0
172.98,0.0,48.17,0.0,0.0,0.0
173.18,0.0,48.17,0.0,0.0,0.0
173.38,0.0,48.17,0.0,0.0,0.0
173.58,0.0,48.17,0.0,0.0,0.0
173.78,0.0,48.17,0.0,0.0,0.0
173.98,0.0,48.17,0.0,0.0,0.0
174.18,0.0,48.17,0.0,0.0,0.0
174.38,0.0,48.17,0.0,0.0,0.0
174.58,0.0,48.17,0.0,0.0,0.0
174.78,0.0,48.12,0.0,0.0,0.0
174.98,0.0,48.12,0.0,0.0,0.0
175.18,0.0,48.12,0.0,0.0,0.0
175.38,0.0,46.98,0.0,0.0,0.0
175.58,0.0,46.98,0.0,0.0,0.0
175.78,0.0,46.98,0.0,0.0,0.0
175.98,0.0,47.35,0.0,0.0,0.0
176.18,0.0,47.35,0.0,0.0,0.0
176.38,0.0,47.35,0.0,0.0,0.0
176.58,0.0,48.28,0.0,0.0,0.0
176.78,0.0,48.28,0.0,0.0,0.0
176.98,0.0,48.28,0.0,0.0,0.0
177.18,0.0,48.84,0.0,0.0,0.0
177.38,0.0,48.84,0.0,0.0,0.0
177.58,0.0,48.84,0.0,0.0,0.0
177.78,0.0,48.17,0.0,0.0,0.0
177.98,0.0,48.17,0.0,0.0,0.0
178.18,0.0,48.17,0.0,0.0,0.0
178.38,0.0,48.17,0.0,0.0,0.0
178.58,0.0,48.17,0.0,0.0,0.0
178.78,0.0,48.17,0.0,0.0,0.0
178.98,0.0,48.17,0.0,0.0,0.0
179.18,0.0,48.17,0.0,0.0,0.0
179.38,0.0,48.17,0.0,0.0,0.0
179.58,0.0,48.17,0.0,0.0,0.0
179.78,0.0,48.17,0.0,0.0,0.0
179.98,0.0,48.17,0.0,0.0,0.0
180.18,0.0,48.17,0.0,0.0,0.0
180.38,0.0,48.17,0.0,0.0,0.0
180.58,0.0,48.17,0.0,0.0,0.0
180.78,0.0,48.17,0.0,0.0,0.0
180.98,0.0,48.17,0.0,0.0,0.0
181.18,0.0,48.17,0.0,0.0,0.0
181.38,0.0,48.17,0.0,0.0,0.0
181.58,0.0,48.17,0.0,0.0,0.0
181.78,0.0,48.17,0.0,0.0,0.0
181.98,0.0,48.17,0.0,0.0,0.0
182.18,0.0,48.17,0.0,0.0,0.0
182.38,0.0,48.17,0.0,0.0,0.0
182.58,0.0,48.17,0.0,0.0,0.0
182.78,0.0,48.17,0.0,0.0,0.0
182.98,0.0,48.17,0.0,0.0,0.0
183.18,0.0,48.17,0.0,0.0,0.0
183.38,0.0,48.17,0.0,0.0,0.0
183.58,0.0,48.17,0.0,0.0,0.0
183.78,0.0,48.17,0.0,0.0,0.0
183.98,0.0,48.17,0.0,0.0,0.0
184.18,0.0,48.16,0.0,0.0,0.0
184.38,0.0,48.16,0.0,0.0,0.0
184.58,0.0,48.16,0.0,0.0,0.0
184.78,0.0,48.12,0.0,0.0,0.0
184.98,0.0,48.12,0.0,0.0,0.0
185.18,0.0,48.12,0.0,0.0,0.0
185.38,0.0,48.17,0.0,0.0,0.0
185.58,0.0,48.17,0.0,0.0,0.0
185.78,0.0,48.17,0.0,0.0,0.0
185.98,0.0,48.18,0.0,0.0,0.0
186.18,0.0,48.18,0.0,0.0,0.0
186.38,0.0,48.18,0.0,0.0,0.0
186.58,0.0,48.18,0.0,0.0,0.0
186.78,0.0,48.18,0.0,0.0,0.0
186.98,0.0,48.2,0.0,0.0,0.0
187.18,0.0,48.2,0.0,0.0,0.0
187.38,0.0,48.2,0.0,0.0,0.0
187.58,0.0,48.21,0.0,0.0,0.0
187.78,0.0,48.21,0.0,0.0,0.0
187.98,0.0,48.21,0.0,0.0,0.0
188.18,0.0,48.23,0.0,0.0,0.0
188.38,0.0,48.23,0.0,0.0,0.0
188.58,0.0,48.23,0.0,0.0,0.0
188.78,0.0,48.25,0.0,0.0,0.0
188.98,0.0,48.25,0.0,0.0,0.0
189.18,0.0,48.25,0.0,0.0,0.0
189.38,0.0,48.26,0.0,0.0,0.0
189.58,0.0,48.26,0.0,0.0,0.0
189.78,0.0,48.26,0.0,0.0,0.0
189.98,0.0,48.27,0.0,0.0,0.0
190.18,0.0,48.27,0.0,0.0,0.0
190.38,0.0,48.27,0.0,0.0,0.0
190.58,0.0,48.29,0.0,0.0,0.0
190.78,0.0,48.29,0.0,0.0,0.0
190.98,0.0,48.29,0.0,0.0,0.0
191.18,0.0,48.3,0.0,0.0,0.0
191.38,0.0,48.3,0.0,0.0,0.0
191.58,0.0,48.3,0.0,0.0,0.0
191.78,0.0,48.3,0.0,0.0,0.0
191.98,0.0,48.3,0.0,0.0,0.0
192.18,0.0,48.3,0.0,0.0,0.0
192.38,0.0,48.31,0.0,0.0,0.0
192.58,0.0,48.31,0.0,0.0,0.0
192.78,0.0,48.31,0.0,0.0,0.0
192.98,0.0,48.31,0.0,0.0,0.0
193.18,0.0,48.31,0.0,0.0,0.0
193.38,0.0,48.31,0.0,0.0,0.0
193.58,0.0,48.31,0.0,0.0,0.0
193.78,0.0,48.31,0.0,0.0,0.0
193.98,0.0,48.31,0.0,0.0,0.0
194.18,0.0,48.31,0.0,0.0,0.0
194.38,0.0,48.31,0.0,0.0,0.0
194.58,0.0,48.31,0.0,0.0,0.0
194.78,0.0,48.31,0.0,0.0,0.0
194.98,0.0,48.31,0.0,0.0,0.0
195.18,0.0,48.31,0.0,0.0,0.0
195.38,0.0,48.31,0.0,0.0,0.0
195.58,0.0,48.31,0.0,0.0,0.0
195.78,0.0,48.31,0.0,0.0,0.0
195.98,0.0,48.31,0.0,0.0,0.0
196.18,0.0,48.31,0.0,0.0,0.0
196.38,0.0,48.31,0.0,0.0,0.0
196.58,0.0,48.31,0.0,0.0,0.0
196.78,0.0,48.31,0.0,0.0,0.0
196.98,0.0,48.31,0.0,0.0,0.0
197.18,0.0,48.31,0.0,0.0,0.0
197.38,0.0,48.31,0.0,0.0,0.0
197.58,0.0,48.31,0.0,0.0,0.0
197.78,0.0,48.31,0.0,0.0,0.0
197.98,0.0,48.31,0.0,0.0,0.0
198.18,0.0,48.31,0.0,0.0,0.0
198.38,0.0,48.31,0.0,0.0,0.0
198.58,0.0,48.31,0.0,0.0,0.0
